player,pokemon,turns_active,times_brought_in,kos,pct_dmg_dealt,pct_dmg_taken,pct_dmg_healed,hits_taken,tera,tera_type,team_tera,team_tera_first,lead,faint,team_win
Raj.Shoot ♫ ❤ ツ,Kingambit,12,11,2,376,100,0,3,0,,1,0,0,1,0
Raj.Shoot ♫ ❤ ツ,Rotom-Wash,9,5,1,143,145,45,3,0,,1,0,1,1,0
Raj.Shoot ♫ ❤ ツ,Slowking-Galar,2,6,0,25,237,137,4,0,,1,0,0,1,0
lax,Blissey,4,4,2,88,8,0,2,0,,1,1,0,0,1
lax,Clodsire,2,2,0,0,100,0,4,0,,1,1,0,1,1
lax,Dondozo,8,2,1,93,125,25,5,0,,1,1,0,1,1
lax,Gholdengo,2,3,3,75,95,0,2,0,,1,1,0,0,1
lax,Landorus-Therian,7,7,0,63,210,110,7,0,,1,1,0,1,1
lax,Ting-Lu,8,8,0,0,170,70,6,1,Ghost,1,1,1,1,1
Oshim,Dragapult,2,2,0,65,100,0,2,0,,1,1,1,1,0
Oshim,Dragonite,3,1,0,23,100,0,3,0,,1,1,0,1,0
Oshim,Iron Valiant,2,2,2,101,100,0,1,0,,1,1,0,1,0
Oshim,Kingambit,3,1,1,65,100,0,3,1,Flying,1,1,0,1,0
Oshim,Ting-Lu,2,1,0,0,100,0,2,0,,1,1,0,1,0
Oshim,Volcanion,1,2,0,54,100,0,2,0,,1,1,0,1,0
Highv0ltag3,Enamorus,3,1,0,98,6,6,1,0,,0,0,1,0,1
Highv0ltag3,Great Tusk,1,1,1,23,2,0,0,0,,0,0,0,0,1
Highv0ltag3,Iron Moth,2,1,1,100,100,0,2,0,,0,0,0,1,1
Highv0ltag3,Kingambit,0,1,0,0,0,0,0,0,,0,0,0,0,1
Highv0ltag3,Samurott-Hisui,1,1,1,34,100,0,1,0,,0,0,0,1,1
Highv0ltag3,Zamazenta,8,1,3,345,148,48,4,0,,0,0,0,1,1
Cabra Venezuela,Dragapult,4,2,0,14,100,0,3,0,,1,0,0,1,0
Cabra Venezuela,Enamorus-Therian,1,2,0,27,100,0,1,0,,1,0,0,1,0
Cabra Venezuela,Great Tusk,1,1,0,71,100,0,1,0,,1,0,1,1,0
Cabra Venezuela,Iron Valiant,3,1,1,104,100,0,2,0,,1,0,0,1,0
Cabra Venezuela,Kingambit,3,2,2,89,130,30,3,1,Fire,1,0,0,1,0
Cabra Venezuela,Volcanion,0,1,0,0,100,0,1,0,,1,0,0,1,0
ITALIAN BOOMER,Enamorus,1,1,1,100,100,0,2,0,,1,1,1,1,1
ITALIAN BOOMER,Great Tusk,4,2,1,76,100,0,1,0,,1,1,0,1,1
ITALIAN BOOMER,Iron Moth,3,1,3,296,0,0,0,1,Ground,1,1,0,0,1
ITALIAN BOOMER,Kingambit,2,2,0,34,41,0,2,0,,1,1,0,0,1
ITALIAN BOOMER,Roaring Moon,0,0,0,0,0,0,0,0,,1,1,0,0,1
ITALIAN BOOMER,Zamazenta,3,2,1,124,113,13,2,0,,1,1,0,1,1
M Dragon,Cresselia,15,8,0,135,345,245,10,1,Poison,1,0,0,1,0
M Dragon,Dragapult,5,5,0,20,100,0,2,0,,1,0,0,1,0
M Dragon,Great Tusk,12,16,1,201,254,154,8,0,,1,0,0,1,0
M Dragon,Heatran,3,5,0,73,130,30,4,0,,1,0,0,1,0
M Dragon,Ting-Lu,1,2,0,75,119,19,4,0,,1,0,0,1,0
M Dragon,Zapdos,13,10,1,161,151,51,7,0,,1,0,1,1,0
oldspicemike,Amoonguss,7,9,1,56,121,109,4,0,,1,1,0,0,1
oldspicemike,Cinderace,6,4,1,189,73,0,2,0,,1,1,0,0,1
oldspicemike,Garganacl,10,12,0,50,229,129,13,1,Ghost,1,1,1,1,1
oldspicemike,Kingambit,15,8,3,403,179,91,7,0,,1,1,0,0,1
oldspicemike,Landorus-Therian,9,11,1,106,100,0,7,0,,1,1,0,1,1
oldspicemike,Zamazenta,3,3,0,23,42,19,2,0,,1,1,0,0,1
sylveon supremacy,Baxcalibur,2,1,0,50,100,0,1,0,,1,1,0,1,0
sylveon supremacy,Dragonite,2,1,0,36,100,0,2,0,,1,1,0,1,0
sylveon supremacy,Great Tusk,2,1,0,128,100,0,2,0,,1,1,1,1,0
sylveon supremacy,Iron Valiant,0,1,0,0,100,0,1,0,,1,1,0,1,0
sylveon supremacy,Kingambit,3,2,1,100,100,0,2,1,Fire,1,1,0,1,0
sylveon supremacy,Moltres,1,1,1,71,0,0,0,0,,1,1,0,1,0
freezai,Dragapult,2,1,0,0,100,0,2,0,,1,0,0,1,1
freezai,Glimmora,1,1,0,71,99,0,1,0,,1,0,1,0,1
freezai,Hatterene,0,0,0,0,0,0,0,0,,1,0,0,0,1
freezai,Iron Valiant,2,1,1,29,100,0,2,0,,1,0,0,1,1
freezai,Moltres-Galar,6,1,3,288,86,0,4,1,Dark,1,0,0,0,1
freezai,Sneasler,2,1,1,76,0,0,0,0,,1,0,0,0,1
outb pj,Dondozo,13,4,0,69,179,163,12,0,,1,0,0,0,1
outb pj,Dragapult,2,2,2,200,0,0,0,0,,1,0,1,0,1
outb pj,Enamorus-Therian,1,1,0,10,114,14,2,0,,1,0,0,1,1
outb pj,Great Tusk,0,2,1,0,106,6,2,0,,1,0,0,1,1
outb pj,Kingambit,8,1,1,37,0,0,0,1,Flying,1,0,0,0,1
outb pj,Toxapex,5,4,2,157,56,26,3,0,,1,0,0,1,1
Sylveon is so cute,Azumarill,7,2,0,114,125,25,3,0,,1,1,0,1,0
Sylveon is so cute,Baxcalibur,2,3,0,32,100,0,2,0,,1,1,0,1,0
Sylveon is so cute,Iron Moth,1,2,0,16,100,0,2,0,,1,1,0,1,0
Sylveon is so cute,Iron Valiant,3,1,0,30,100,0,3,0,,1,1,0,1,0
Sylveon is so cute,Roaring Moon,14,1,2,207,100,0,4,1,Flying,1,1,0,1,0
Sylveon is so cute,Zamazenta,4,1,0,56,100,0,2,0,,1,1,1,1,0
Luirromen,Cinderace,5,5,1,67,100,0,3,0,,1,1,0,1,0
Luirromen,Gholdengo,5,4,3,147,100,0,4,0,,1,1,0,1,0
Luirromen,Landorus-Therian,4,3,0,60,100,0,2,0,,1,1,1,1,0
Luirromen,Meowscarada,5,4,1,167,100,0,2,1,Grass,1,1,0,1,0
Luirromen,Rotom-Heat,2,1,0,87,100,0,2,0,,1,1,0,1,0
Luirromen,Samurott-Hisui,1,1,0,63,100,0,2,0,,1,1,0,1,0
Lily,Hoopa-Unbound,2,2,1,100,100,0,1,0,,0,0,0,1,1
Lily,Kingambit,2,2,1,59,113,13,2,0,,0,0,0,1,1
Lily,Landorus-Therian,2,2,1,100,119,19,3,0,,0,0,0,1,1
Lily,Samurott-Hisui,3,2,1,100,100,0,1,0,,0,0,0,1,1
Lily,Slither Wing,5,4,1,67,97,0,4,0,,0,0,1,0,1
Lily,Toxapex,7,4,1,60,263,163,7,0,,0,0,0,1,1
TFG Spec╪ear,Amoonguss,4,3,0,71,145,45,5,0,,1,1,0,1,0
TFG Spec╪ear,Dragapult,8,5,3,315,100,0,3,1,Electric,1,1,0,1,0
TFG Spec╪ear,Enamorus,2,3,0,62,100,0,3,0,,1,1,0,1,0
TFG Spec╪ear,Great Tusk,1,2,0,0,103,3,2,0,,1,1,0,1,0
TFG Spec╪ear,Skeledirge,1,1,0,66,100,0,3,0,,1,1,0,1,0
TFG Spec╪ear,Ursaluna,2,2,1,106,100,0,2,0,,1,1,1,1,0
arce9,Dragapult,4,2,1,103,100,0,3,1,Ghost,1,0,0,1,1
arce9,Garganacl,3,3,1,114,102,56,6,0,,1,0,0,0,1
arce9,Great Tusk,1,1,1,94,106,6,2,0,,1,0,0,1,1
arce9,Slowking,4,3,0,12,62,31,2,0,,1,0,1,0,1
arce9,Sneasler,7,3,2,147,100,0,5,0,,1,0,0,1,1
arce9,Zapdos,4,3,1,117,150,50,6,0,,1,0,0,1,1
Stellar Flares,Dragapult,3,4,1,214,36,0,1,0,,0,0,1,0,0
Stellar Flares,Great Tusk,2,2,0,37,23,6,1,0,,0,0,0,0,0
Stellar Flares,Kingambit,0,5,0,0,40,18,2,0,,0,0,0,0,0
Stellar Flares,Slowking-Galar,0,3,0,0,72,47,2,0,,0,0,0,0,0
Stellar Flares,Zamazenta,1,3,0,0,112,12,2,0,,0,0,0,1,0
Stellar Flares,Zapdos,0,1,0,0,0,0,0,0,,0,0,0,0,0
FAKEE,Amoonguss,1,4,0,0,109,55,3,0,,1,1,0,0,1
FAKEE,Baxcalibur,2,5,1,112,100,0,1,1,Fairy,1,1,1,1,1
FAKEE,Dragapult,3,3,0,98,0,0,1,0,,1,1,0,0,1
FAKEE,Great Tusk,1,2,0,7,0,0,0,0,,1,1,0,0,1
FAKEE,Hatterene,0,0,0,0,0,0,0,0,,1,1,0,0,1
FAKEE,Rotom-Heat,3,2,0,33,42,0,1,0,,1,1,0,0,1
LLLiolae,Dragonite,4,3,1,130,100,0,2,0,,1,1,0,1,0
LLLiolae,Kingambit,1,1,0,0,100,0,1,0,,1,1,0,1,0
LLLiolae,Landorus-Therian,4,3,1,80,100,0,4,0,,1,1,0,1,0
LLLiolae,Sandy Shocks,3,3,0,129,100,0,2,1,Fairy,1,1,1,1,0
LLLiolae,Slowking,3,4,0,0,172,72,5,0,,1,1,0,1,0
LLLiolae,Zamazenta,5,3,3,223,100,0,2,0,,1,1,0,1,0
Fogbound Lake,Baxcalibur,7,2,4,305,91,31,2,1,Ground,1,0,0,0,1
Fogbound Lake,Great Tusk,1,3,1,5,100,0,2,0,,1,0,0,1,1
Fogbound Lake,Iron Valiant,4,1,1,135,100,0,3,0,,1,0,0,1,1
Fogbound Lake,Samurott-Hisui,2,3,0,107,100,0,2,0,,1,0,1,1,1
Fogbound Lake,Slowking-Galar,4,4,0,0,142,42,3,0,,1,0,0,1,1
Fogbound Lake,Zapdos,4,1,0,120,100,0,3,0,,1,0,0,1,1
Mushfiq98,Enamorus-Therian,4,1,1,140,148,48,3,0,,1,0,0,1,0
Mushfiq98,Great Tusk,2,1,0,76,100,0,3,0,,1,0,0,1,0
Mushfiq98,Iron Moth,5,2,2,152,100,0,3,0,,1,0,0,1,0
Mushfiq98,Iron Valiant,2,1,1,52,100,0,2,1,Ghost,1,0,0,1,0
Mushfiq98,Sandy Shocks,2,3,0,38,100,0,1,0,,1,0,1,1,0
Mushfiq98,Scizor,3,1,1,146,100,0,2,0,,1,0,0,1,0
mind gaming,Amoonguss,7,3,1,177,105,33,3,0,,1,1,1,0,1
mind gaming,Cinderace,3,2,3,122,100,0,3,0,,1,1,0,1,1
mind gaming,Iron Valiant,2,1,1,96,100,0,1,0,,1,1,0,1,1
mind gaming,Kingambit,1,2,0,79,106,6,2,0,,1,1,0,1,1
mind gaming,Landorus-Therian,4,1,1,100,118,18,2,1,Water,1,1,0,1,1
mind gaming,Zamazenta,1,1,0,0,100,0,2,0,,1,1,0,1,1
Dasmer03,Dragonite,5,4,1,216,121,21,2,1,Normal,1,1,0,1,0
Dasmer03,Gholdengo,1,3,1,36,100,0,3,0,,1,1,0,1,0
Dasmer03,Great Tusk,2,2,1,43,125,25,3,0,,1,1,0,1,0
Dasmer03,Samurott-Hisui,2,2,1,50,100,0,2,0,,1,1,0,1,0
Dasmer03,Slowking-Galar,3,4,0,0,111,100,3,0,,1,1,0,0,0
Dasmer03,Zapdos,3,3,0,114,100,0,3,0,,1,1,1,1,0
1 True Lycan,Dragapult,2,2,0,48,28,0,0,0,,1,0,0,0,1
1 True Lycan,Enamorus,3,2,1,34,100,0,2,0,,1,0,0,1,1
1 True Lycan,Kingambit,5,1,3,184,104,31,2,1,Dark,1,0,0,0,1
1 True Lycan,Samurott-Hisui,2,2,0,70,100,0,2,0,,1,0,1,1,1
1 True Lycan,Sandy Shocks,3,2,0,73,100,0,2,0,,1,0,0,1,1
1 True Lycan,Zamazenta,5,2,1,105,130,30,3,0,,1,0,0,1,1
Ruft,Amoonguss,5,4,1,53,92,80,2,0,,1,1,0,0,1
Ruft,Enamorus,1,2,0,19,100,0,2,0,,1,1,0,1,1
Ruft,Garganacl,21,5,2,154,265,226,13,1,Water,1,1,0,0,1
Ruft,Great Tusk,6,1,0,52,100,0,4,0,,1,1,0,1,1
Ruft,Kingambit,0,2,0,0,100,0,1,0,,1,1,1,1,1
Ruft,Zamazenta,6,2,3,190,100,0,3,0,,1,1,0,1,1
CHRI$TIAN DIOR,Baxcalibur,6,1,1,133,100,0,2,1,Fairy,1,0,0,1,0
CHRI$TIAN DIOR,Enamorus,1,3,0,9,100,0,1,0,,1,0,0,1,0
CHRI$TIAN DIOR,Great Tusk,4,4,0,67,100,0,3,0,,1,0,0,1,0
CHRI$TIAN DIOR,Kingambit,4,2,2,125,100,0,3,0,,1,0,0,1,0
CHRI$TIAN DIOR,Ting-Lu,10,4,1,198,135,35,9,0,,1,0,0,1,0
CHRI$TIAN DIOR,Toxapex,11,5,0,36,236,136,8,0,,1,0,1,1,0
ZDen,Amoonguss,2,4,0,18,166,66,3,0,,1,1,0,1,0
ZDen,Garchomp,5,3,0,88,100,0,1,0,,1,1,0,1,0
ZDen,Great Tusk,0,1,0,0,100,0,1,1,Steel,1,1,1,1,0
ZDen,Iron Valiant,1,2,1,98,49,0,0,0,,1,1,0,0,0
ZDen,Kingambit,3,1,1,31,118,18,2,0,,1,1,0,1,0
ZDen,Thundurus-Therian,0,2,0,0,100,0,1,0,,1,1,0,1,0
xdRudi.exe,Amoonguss,1,1,0,0,30,0,2,0,,1,0,0,0,1
xdRudi.exe,Enamorus,4,4,2,274,37,0,1,1,Fairy,1,0,1,0,1
xdRudi.exe,Gholdengo,2,2,1,65,6,0,0,0,,1,0,0,0,1
xdRudi.exe,Great Tusk,1,1,1,74,100,0,1,0,,1,0,0,1,1
xdRudi.exe,Ting-Lu,3,2,0,0,131,31,4,0,,1,0,0,1,1
xdRudi.exe,Volcanion,1,1,1,92,0,0,0,0,,1,0,0,0,1
Oshim,Dragonite,3,1,1,102,100,0,2,0,,1,1,0,1,1
Oshim,Garchomp,2,1,0,33,100,0,4,0,,1,1,0,1,1
Oshim,Gholdengo,1,1,1,94,100,0,2,0,,1,1,0,1,1
Oshim,Iron Valiant,2,2,1,93,100,0,2,1,Fighting,1,1,1,1,1
Oshim,Roaring Moon,2,1,1,20,100,0,1,0,,1,1,0,1,1
Oshim,Scizor,2,2,2,118,53,0,0,0,,1,1,0,0,1
3d,Baxcalibur,1,1,1,69,100,0,2,0,,1,0,0,1,0
3d,Iron Moth,2,2,1,83,100,0,1,0,,1,0,0,1,0
3d,Iron Valiant,2,1,1,93,100,0,1,0,,1,0,0,1,0
3d,Kingambit,2,1,1,115,100,0,3,0,,1,0,0,1,0
3d,Roaring Moon,1,1,1,3,100,0,2,1,Flying,1,0,0,1,0
3d,Samurott-Hisui,4,2,0,89,100,0,1,0,,1,0,1,1,0
QWILY,Enamorus,5,6,1,174,82,0,2,0,,0,0,0,0,1
QWILY,Garganacl,23,8,0,160,302,275,11,0,,0,0,0,0,1
QWILY,Great Tusk,2,4,0,27,131,31,3,0,,0,0,0,1,1
QWILY,Samurott-Hisui,0,1,0,0,0,0,0,0,,0,0,1,0,1
QWILY,Slowking-Galar,15,14,1,25,234,222,9,0,,0,0,0,0,1
QWILY,Zapdos,9,6,0,285,168,144,2,0,,0,0,0,0,1
Lucians Call,Cinderace,10,6,0,120,45,0,1,0,,1,1,0,0,0
Lucians Call,Corviknight,7,5,0,0,325,257,8,0,,1,1,0,0,0
Lucians Call,Dragapult,4,5,0,62,92,0,1,0,,1,1,0,0,0
Lucians Call,Great Tusk,2,5,0,110,100,0,4,0,,1,1,0,1,0
Lucians Call,Iron Hands,10,9,1,212,100,0,3,1,Fairy,1,1,1,1,0
Lucians Call,Toxapex,12,10,0,177,566,554,11,0,,1,1,0,0,0
McMeghan,Dragonite,4,1,1,183,100,0,2,1,Normal,1,1,0,1,1
McMeghan,Enamorus,2,1,1,49,100,0,1,0,,1,1,0,1,1
McMeghan,Great Tusk,1,1,0,0,106,6,2,0,,1,1,0,1,1
McMeghan,Kingambit,3,1,3,74,37,13,1,0,,1,1,0,0,1
McMeghan,Slowking-Galar,1,1,1,17,12,0,0,0,,1,1,0,1,1
McMeghan,Zamazenta,6,2,0,239,124,24,4,0,,1,1,1,1,1
Xrn,Baxcalibur,1,1,0,38,100,0,2,0,,1,0,0,1,0
Xrn,Gholdengo,4,2,3,225,100,0,4,0,,1,0,0,1,0
Xrn,Glimmora,0,2,0,0,100,0,2,0,,1,0,0,1,0
Xrn,Iron Valiant,2,1,1,62,100,0,2,0,,1,0,0,1,0
Xrn,Kingambit,3,2,0,97,100,0,2,1,Flying,1,0,0,1,0
Xrn,Samurott-Hisui,1,2,0,9,100,0,2,0,,1,0,1,1,0
Quartos,Enamorus-Therian,7,1,0,76,172,72,4,1,Water,1,1,0,1,0
Quartos,Great Tusk,4,1,1,75,100,0,3,0,,1,1,0,1,0
Quartos,Grimmsnarl,12,5,0,0,106,6,4,0,,1,1,1,1,0
Quartos,Kingambit,4,6,3,104,106,6,4,0,,1,1,0,1,0
Quartos,Rillaboom,7,5,0,214,149,49,5,0,,1,1,0,1,0
Quartos,Sneasler,9,2,1,167,124,24,2,0,,1,1,0,1,0
Electric win,Corviknight,5,2,1,53,100,0,4,0,,1,0,0,1,1
Electric win,Garganacl,2,2,0,12,119,19,2,0,,1,0,0,1,1
Electric win,Great Tusk,1,2,1,6,107,7,3,0,,1,0,0,1,1
Electric win,Heatran,10,6,2,137,0,0,2,0,,1,0,0,0,1
Electric win,Slowking-Galar,8,9,0,0,217,117,6,1,Flying,1,0,0,1,1
Electric win,Sneasler,10,6,2,288,112,12,2,0,,1,0,1,1,1
SAMQIAN 9000,Cinderace,2,1,0,15,0,0,0,0,,1,0,0,0,0
SAMQIAN 9000,Enamorus,0,1,0,0,100,0,1,0,,1,0,1,1,0
SAMQIAN 9000,Great Tusk,3,3,1,127,100,0,3,0,,1,0,0,1,0
SAMQIAN 9000,Iron Valiant,1,1,0,0,100,0,2,1,Dark,1,0,0,1,0
SAMQIAN 9000,Kingambit,4,5,0,150,100,0,4,0,,1,0,0,1,0
SAMQIAN 9000,Slowking-Galar,2,3,0,39,129,29,5,0,,1,0,0,1,0
Floss,Amoonguss,0,1,0,0,38,0,1,0,,1,1,0,0,1
Floss,Dragapult,3,3,1,156,0,0,0,1,Ghost,1,1,1,0,1
Floss,Great Tusk,2,3,0,67,60,0,1,0,,1,1,0,0,1
Floss,Heatran,5,1,1,75,82,38,2,0,,1,1,0,0,1
Floss,Hoopa-Unbound,0,1,0,0,100,0,1,0,,1,1,0,1,1
Floss,Zapdos,7,4,3,189,84,0,2,0,,1,1,0,0,1
0ne last kiss♪,Dondozo,1,2,1,0,52,0,2,0,,0,0,0,0,1
0ne last kiss♪,Dragapult,0,0,0,0,0,0,0,0,,0,0,0,0,1
0ne last kiss♪,Enamorus-Therian,0,1,0,0,0,0,0,0,,0,0,0,0,1
0ne last kiss♪,Great Tusk,2,3,0,99,100,0,2,0,,0,0,1,1,1
0ne last kiss♪,Kingambit,1,1,0,30,31,13,1,0,,0,0,0,0,1
0ne last kiss♪,Toxapex,1,1,0,56,72,0,2,0,,0,0,0,0,1
Gum Pop,Baxcalibur,0,0,0,0,0,0,0,0,,1,1,0,0,0
Gum Pop,Gholdengo,2,2,0,112,0,0,0,0,,1,1,0,0,0
Gum Pop,Great Tusk,0,1,0,0,30,0,1,0,,1,1,0,0,0
Gum Pop,Iron Moth,5,1,1,132,81,0,1,1,Ground,1,1,0,0,0
Gum Pop,Iron Valiant,0,0,0,0,0,0,0,0,,1,1,0,0,0
Gum Pop,Samurott-Hisui,1,1,0,11,100,0,1,0,,1,1,1,1,0
Ahsan-219,Amoonguss,1,4,0,50,135,35,2,0,,0,0,1,1,0
Ahsan-219,Cinderace,2,2,0,42,100,0,1,0,,0,0,0,1,0
Ahsan-219,Corviknight,5,3,0,77,169,69,6,0,,0,0,0,1,0
Ahsan-219,Garchomp,2,2,0,33,100,0,2,0,,0,0,0,1,0
Ahsan-219,Hoopa-Unbound,1,1,0,35,12,0,0,0,,0,0,0,0,0
Ahsan-219,Iron Thorns,0,0,0,0,0,0,0,0,,0,0,0,0,0
Aberforth,Azumarill,4,1,3,188,104,25,2,1,Water,1,1,0,0,1
Aberforth,Great Tusk,2,1,1,57,62,0,1,0,,1,1,0,0,1
Aberforth,Iron Valiant,1,1,0,39,0,0,0,0,,1,1,0,0,1
Aberforth,Kingambit,0,1,0,0,0,0,0,0,,1,1,0,0,1
Aberforth,Slowking-Galar,2,3,0,0,112,66,2,0,,1,1,0,0,1
Aberforth,Zapdos,8,2,0,187,0,0,0,0,,1,1,1,0,1
Starfire Scarlet,Dragonite,4,1,2,200,100,0,2,0,,1,0,0,1,1
Starfire Scarlet,Gholdengo,2,1,2,129,0,0,0,1,Fighting,1,0,0,0,1
Starfire Scarlet,Iron Moth,3,1,2,142,100,0,3,0,,1,0,0,1,1
Starfire Scarlet,Iron Valiant,2,1,0,34,100,0,1,0,,1,0,0,1,1
Starfire Scarlet,Kingambit,0,0,0,0,0,0,0,0,,1,0,0,0,1
Starfire Scarlet,Samurott-Hisui,1,1,0,33,100,0,2,0,,1,0,1,1,1
DugZaッ,Baxcalibur,1,1,0,52,100,0,1,0,,1,1,0,1,0
DugZaッ,Dragapult,0,1,0,0,100,0,1,0,,1,1,0,1,0
DugZaッ,Gholdengo,1,2,1,100,100,0,2,1,Dark,1,1,0,1,0
DugZaッ,Iron Valiant,1,1,0,43,100,0,1,0,,1,1,0,1,0
DugZaッ,Kingambit,2,3,2,49,112,12,1,0,,1,1,0,1,0
DugZaッ,Samurott-Hisui,3,2,1,156,100,0,3,0,,1,1,1,1,0
Xrn,Cinderace,7,5,1,135,156,56,3,0,,1,0,1,1,0
Xrn,Dondozo,4,4,0,26,332,232,9,0,,1,0,0,1,0
Xrn,Dragonite,2,2,2,162,12,0,2,1,Flying,1,0,0,1,0
Xrn,Great Tusk,1,1,1,28,100,0,2,0,,1,0,0,1,0
Xrn,Kingambit,4,3,0,167,130,30,3,0,,1,0,0,1,0
Xrn,Scream Tail,15,5,1,48,386,286,9,0,,1,0,0,1,0
eternally,Azumarill,13,3,0,364,100,0,2,0,,1,1,0,1,1
eternally,Dragapult,2,3,0,0,100,0,3,0,,1,1,0,1,1
eternally,Iron Valiant,4,3,1,112,100,0,1,0,,1,1,0,1,1
eternally,Kingambit,14,6,4,312,106,77,2,1,Water,1,1,0,0,1
eternally,Landorus-Therian,4,4,0,74,100,0,3,0,,1,1,0,1,1
eternally,Meowscarada,2,2,0,54,100,0,2,0,,1,1,1,1,1
damien the genius,Azumarill,4,1,1,170,125,25,4,1,Water,1,1,0,1,0
damien the genius,Great Tusk,3,4,0,38,100,0,6,0,,1,1,0,1,0
damien the genius,Iron Valiant,2,5,0,49,100,0,3,0,,1,1,0,1,0
damien the genius,Kingambit,2,3,0,57,118,18,4,0,,1,1,0,1,0
damien the genius,Slowking-Galar,8,9,1,103,155,55,5,0,,1,1,0,1,0
damien the genius,Zapdos,15,9,0,233,257,157,8,0,,1,1,1,1,0
Garay oak,Amoonguss,6,8,0,127,160,68,6,0,,1,0,1,0,1
Garay oak,Dragapult,2,2,0,84,100,0,2,0,,1,0,0,1,1
Garay oak,Enamorus,1,5,0,0,47,0,1,0,,1,0,0,1,1
Garay oak,Great Tusk,18,7,6,453,245,158,7,1,Water,1,0,0,0,1
Garay oak,Magnezone,5,5,0,132,32,0,3,0,,1,0,0,0,1
Garay oak,Samurott-Hisui,1,3,0,17,100,0,1,0,,1,0,0,1,1
mimilimi,Enamorus,9,3,0,151,136,36,2,1,Ground,1,1,0,1,1
mimilimi,Gholdengo,3,1,1,104,100,0,2,0,,1,1,0,1,1
mimilimi,Glimmora,1,1,0,0,100,0,2,0,,1,1,1,1,1
mimilimi,Iron Valiant,3,1,2,113,57,0,1,0,,1,1,0,0,1
mimilimi,Kingambit,2,2,1,57,107,7,2,0,,1,1,0,1,1
mimilimi,Roaring Moon,5,1,2,188,100,0,4,0,,1,1,0,1,1
fatfighter2,Gholdengo,1,1,0,57,100,0,1,0,,1,0,0,1,0
fatfighter2,Great Tusk,4,2,2,239,127,27,3,0,,1,0,0,1,0
fatfighter2,Iron Valiant,2,2,1,100,100,0,1,0,,1,0,1,1,0
fatfighter2,Rotom-Wash,5,5,1,68,124,24,3,0,,1,0,0,1,0
fatfighter2,Slowking-Galar,4,3,1,88,133,33,3,1,Grass,1,0,0,1,0
fatfighter2,Ting-Lu,1,2,0,0,120,20,3,0,,1,0,0,1,0
Joeshh,Baxcalibur,3,1,1,116,69,0,2,1,Poison,1,0,0,0,1
Joeshh,Enamorus,0,1,0,0,100,0,1,0,,1,0,0,1,1
Joeshh,Gholdengo,2,2,0,127,0,0,1,0,,1,0,0,0,1
Joeshh,Glimmora,2,1,0,12,100,0,2,0,,1,0,1,1,1
Joeshh,Great Tusk,5,1,3,208,100,0,3,0,,1,0,0,1,1
Joeshh,Greninja,4,2,1,88,100,0,3,0,,1,0,0,1,1
GABIBBO VGC,Dragonite,3,3,1,41,100,0,2,0,,1,1,0,1,0
GABIBBO VGC,Gholdengo,3,2,1,167,100,0,2,0,,1,1,1,1,0
GABIBBO VGC,Great Tusk,1,1,0,25,100,0,2,0,,1,1,0,1,0
GABIBBO VGC,Iron Valiant,3,2,1,136,98,0,2,1,Steel,1,1,0,0,0
GABIBBO VGC,Samurott-Hisui,3,1,0,33,100,0,5,0,,1,1,0,1,0
GABIBBO VGC,Tornadus-Therian,2,2,1,29,133,33,2,0,,1,1,0,1,0
Luispeikou,Corviknight,6,5,0,143,125,25,3,0,,0,0,0,1,1
Luispeikou,Garganacl,26,5,0,231,415,404,12,0,,0,0,0,0,1
Luispeikou,Great Tusk,5,1,1,84,134,34,3,0,,0,0,0,1,1
Luispeikou,Heatran,8,5,2,136,164,76,5,0,,0,0,0,0,1
Luispeikou,Slowking-Galar,16,7,2,161,299,199,9,0,,0,0,0,1,1
Luispeikou,Sneasler,20,12,1,403,59,0,0,0,,0,0,1,0,1
KillaLeston,Baxcalibur,6,4,2,287,100,0,1,0,,1,1,0,1,0
KillaLeston,Cinderace,3,4,0,49,100,0,3,0,,1,1,0,1,0
KillaLeston,Great Tusk,5,8,0,59,100,0,6,0,,1,1,0,1,0
KillaLeston,Roaring Moon,11,9,1,100,392,292,9,1,Fairy,1,1,0,1,0
KillaLeston,Slowking-Galar,35,16,0,441,803,703,34,0,,1,1,0,1,0
KillaLeston,Zapdos,4,4,0,54,150,50,6,0,,1,1,1,1,0
Fusien,Dragapult,5,3,2,173,100,0,2,0,,1,0,1,1,1
Fusien,Dragonite,15,5,2,110,88,59,8,0,,1,0,0,0,1
Fusien,Gholdengo,18,8,0,230,420,391,13,1,Ghost,1,0,0,0,1
Fusien,Great Tusk,4,6,1,64,100,0,5,0,,1,0,0,1,1
Fusien,Samurott-Hisui,3,3,0,93,100,0,2,0,,1,0,0,1,1
Fusien,Ting-Lu,4,5,1,23,46,25,5,0,,1,0,0,0,1
njnp,Garganacl,22,8,1,165,538,438,12,1,Water,1,1,0,1,0
njnp,Great Tusk,11,6,0,112,186,86,6,0,,1,1,0,1,0
njnp,Slowking-Galar,5,4,0,21,201,101,6,0,,1,1,0,1,0
njnp,Sneasler,4,4,1,42,100,0,0,0,,1,1,1,1,0
njnp,Ting-Lu,5,3,0,112,136,36,3,0,,1,1,0,1,0
njnp,Zapdos,5,4,1,16,146,46,4,0,,1,1,0,1,0
avarice,Dragapult,8,3,2,275,148,48,2,0,,1,1,0,1,1
avarice,Enamorus,6,2,1,182,138,38,2,1,Ground,1,1,0,1,1
